hex,NotoSansCuneiform-Regular,Santakku,SantakkuM,Esagil,CuneiformOB,CuneiformNA,Assurbanipal,CuneiformComposite,name
0x1207d,True,True,False,True,True,True,True,True,DU SHESHIG
0x1207e,True,True,True,True,True,True,True,True,DUB
0x1207f,True,False,False,True,True,False,True,True,
0x12080,True,False,False,True,True,True,True,True,DUB2
0x12081,True,True,False,True,True,True,True,True,DUG
0x12082,True,False,False,True,True,True,True,True,DUGUD
0x12083,True,False,False,True,True,False,True,True,DUH
0x12084,True,True,False,True,True,True,True,True,DUN
0x12085,True,False,False,True,True,True,True,True,DUN3
0x12086,True,True,True,True,True,True,True,True,DUN3 GUNU
0x12087,True,True,True,True,True,True,True,True,DUN3 GUNU GUNU
0x12088,True,True,False,True,True,True,True,True,DUN4
0x12089,True,True,True,True,True,True,True,True,DUR2
0x1208a,True,True,True,True,True,True,True,True,E
0x1208b,True,False,False,True,True,False,True,True,E TIMES PAP
0x1208c,True,False,False,True,True,False,True,True,E OVER E NUN OVER NUN
0x1208d,True,True,True,True,True,True,True,True,E2
0x1208e,True,False,False,True,True,False,True,True,
0x1208f,True,False,False,True,True,False,True,True,E2 TIMES GAR
0x12090,True,False,False,True,True,False,True,True,E2 TIMES MI
0x12091,True,False,False,True,True,False,True,True,E2 TIMES SAL
0x12092,True,False,False,True,True,False,True,True,E2 TIMES SCHE(standard)
0x12093,True,False,False,True,True,False,True,True,
0x12094,True,True,False,True,True,True,True,True,EDIN
0x12095,True,True,False,True,True,True,True,True,EGIR
0x12096,True,True,True,True,True,True,True,True,EL
0x12097,True,True,True,True,True,True,True,True,EN
0x12098,True,False,False,True,True,True,True,True,EN TIMES GAN2
0x12099,True,True,True,True,True,True,True,True,EN TIMES GAN2 TENU
0x1209a,True,False,False,True,True,False,True,True,EN TIMES ME
0x1209b,True,False,False,True,True,False,True,True,EN CROSSING EN
0x1209c,True,False,False,True,True,False,True,True,
0x1209d,True,False,False,True,True,False,True,True,EN SQUARED
0x1209e,True,True,False,True,True,True,True,True,EREN
0x1209f,True,True,True,True,True,True,True,True,ERIN2
0x120a0,True,True,True,True,True,True,True,True,ESH2
0x120a1,True,True,False,True,True,True,True,True,EZEN TIMES AN
0x120a2,True,False,False,True,True,False,True,True,EZEN TIMES A
0x120a3,True,False,False,True,True,False,True,True,EZEN TIMES A PLUS LAL
0x120a4,True,False,False,True,True,False,True,True,EZEN TIMES A PLUS LAL TIMES LAL
0x120a5,True,False,False,True,True,False,True,True,
0x120a6,True,True,False,True,True,True,True,True,EZEN TIMES BAD
0x120a7,True,False,False,True,True,False,True,True,
0x120a8,True,False,False,True,True,False,True,True,
0x120a9,True,False,False,True,True,False,True,True,EZEN TIMES HA
0x120aa,True,False,False,True,True,False,True,True,
0x120ab,True,False,False,True,True,False,True,True,EZEN TIMES IGI GUNU
0x120ac,True,False,False,True,True,True,True,True,EZEN TIMES KASKAL
0x120ad,True,False,False,True,True,False,True,True,EZEN TIMES KASKAL SQUARED
0x120ae,True,False,False,True,True,False,True,True,EZEN TIMES KU3
0x120af,True,False,False,True,True,False,True,True,EZEN TIMES LA
0x120b0,True,False,False,True,True,False,True,True,EZEN TIMES LAL TIMES LAL
0x120b1,True,False,False,True,True,False,True,True,EZEN TIMES LI
0x120b2,True,False,False,True,True,False,True,True,EZEN TIMES LU
0x120b3,True,False,False,True,True,False,True,True,EZEN TIMES U2
0x120b4,True,False,False,True,True,False,True,True,EZEN TIMES UD
0x120b5,True,True,True,True,True,True,True,True,GA
0x120b6,True,False,False,True,True,False,True,True,GA GUNU
0x120b7,True,True,True,True,True,True,True,True,GA2
0x120b8,True,False,False,True,True,False,True,True,GA2 TIMES A PLUS DA PLUS HA
0x120b9,True,False,False,True,True,False,True,True,
0x120ba,True,False,False,True,True,False,True,True,GA2 TIMES A PLUS IGI
0x120bb,True,False,False,True,True,False,True,True,
0x120bc,True,True,True,True,True,True,True,True,GA2 TIMES AN
0x120bd,True,False,False,True,True,False,True,True,GÁ×A
0x120be,True,False,False,True,True,False,True,True,E2 TIMES A PLUS HA PLUS DA(sic!)
0x120bf,True,False,False,True,True,False,True,True,GA2 TIMES BAD
0x120c0,True,False,False,True,True,False,True,True,
0x120c1,True,False,False,True,True,False,True,True,
0x120c2,True,False,False,True,True,False,True,True,GA2 TIMES BUR PLUS RA
0x120c3,True,False,False,True,True,False,True,True,GA2 TIMES DA
0x120c4,True,False,False,True,True,False,True,True,GA2 TIMES DI
0x120c5,True,False,False,True,True,False,True,True,GA2 TIMES DIM TIMES SHE
0x120c6,True,False,False,True,True,False,True,True,GA2 TIMES DUB
0x120c7,True,False,False,True,True,False,True,True,
0x120c8,True,False,False,True,True,False,True,True,GA2 TIMES EL PLUS LA
0x120c9,True,False,False,True,True,False,True,True,GA2 TIMES EN
0x120ca,True,False,False,True,True,False,True,True,GA2 TIMES EN TIMES GAN2 TENU
0x120cb,True,False,False,True,True,True,True,True,GA2 TIMES GAN2 TENU
0x120cc,True,False,False,True,True,True,True,True,GA2 TIMES GAR
0x120cd,True,False,False,True,True,False,True,True,GA2 TIMES GI
0x120ce,True,False,False,True,True,True,True,True,GA2 TIMES GI4
0x120cf,True,False,False,True,True,False,True,True,
0x120d0,True,False,False,True,True,False,True,True,GA2 TIMES GIR2 PLUS SU
0x120d1,True,False,False,True,True,False,True,True,GA2 TIMES HA PLUS LU PLUS ESH2
0x120d2,True,False,False,True,True,False,True,True,
0x120d3,True,False,False,True,True,False,True,True,GA2 TIMES HAL PLUS LA
0x120d4,True,False,False,True,True,False,True,True,GA2 TIMES HI PLUS LI
0x120d5,True,False,False,True,True,True,True,True,GA2 TIMES HUB2
0x120d6,True,False,False,True,True,False,True,True,GA2 TIMES IGI GUNU
0x120d7,True,False,False,True,True,False,True,True,GA2 TIMES ISH PLUS HU PLUS ASH
