font,codepoint,stroke,confidence,apex_score,tail_source,rare_orientation,off_ink_tail
Esagil,0x120fc,5,0.9081,0.975,network,0,0
Esagil,0x120fc,6,0.3122,0.9755,network,0,0
Esagil,0x120fc,7,0.8659,0.9632,network,0,0
Esagil,0x120fc,8,0.9129,0.9579,network,0,0
Esagil,0x120fc,9,0.8721,0.9693,network,0,0
Esagil,0x120fc,10,0.7953,0.9063,network,0,0
Esagil,0x120fd,1,0.7033,0.8666,network,0,0
Esagil,0x120fd,2,0.05,0.9121,skeleton,0,1
Esagil,0x120fd,3,0.8336,0.9307,network,0,0
Esagil,0x120fd,4,0.3821,0.9053,network,0,0
Esagil,0x120fd,5,0.0002,0.4995,network,0,0
Esagil,0x120fd,6,0.1399,0.7546,network,0,0
Esagil,0x120fe,1,0.8537,0.9667,network,0,0
Esagil,0x120fe,2,0.8622,0.906,network,0,0
Esagil,0x120fe,3,0.002,0.6571,network,1,0
Esagil,0x120fe,4,0.3787,0.5713,network,0,0
Esagil,0x120fe,5,0.8529,0.9721,skeleton,0,0
Esagil,0x120fe,6,0.9192,0.9528,skeleton,0,0
Esagil,0x120fe,7,0.8798,0.973,network,0,0
Esagil,0x12100,1,0.9215,0.9595,network,0,0
Esagil,0x12100,2,0.865,0.9649,network,0,0
Esagil,0x12100,3,0.849,0.9332,network,0,0
Esagil,0x12100,4,0.9007,0.9865,network,0,0
Esagil,0x12100,5,0.8164,0.8164,skeleton,0,0
Esagil,0x12100,6,0.918,0.9612,network,0,0
Esagil,0x12100,7,0.8852,0.8852,network,0,0
Esagil,0x12100,8,0.9275,0.9596,network,0,0
Esagil,0x12103,1,0.8111,0.9067,skeleton,0,0
Esagil,0x12103,2,0.33,0.9433,network,0,0
Esagil,0x12103,3,0.8695,0.9365,network,0,0
Esagil,0x12103,4,0.4907,0.4907,network,0,0
Esagil,0x12103,5,0.7725,0.9733,skeleton,0,0
Esagil,0x12103,6,0.9226,0.973,network,0,0
Esagil,0x12103,7,0.2868,0.478,network,1,0
Esagil,0x12103,8,0.9432,0.9466,network,0,0
Esagil,0x12103,9,0.022,0.9746,network,0,0
Esagil,0x12103,10,0.0,0.4693,network,0,1
Esagil,0x12107,1,0.9221,0.9691,skeleton,0,0
Esagil,0x12107,2,0.8773,0.9574,skeleton,0,0
Esagil,0x12107,3,0.8939,0.9419,network,0,0
Esagil,0x12107,4,0.0002,0.984,network,0,0
Esagil,0x12107,5,0.8854,0.9476,skeleton,0,0
Esagil,0x12107,6,0.7341,0.9696,network,0,0
Esagil,0x12107,7,0.5988,0.5988,network,0,0
Esagil,0x12107,8,0.0114,0.955,network,0,0
Esagil,0x12107,9,0.0001,0.9593,network,0,0
Esagil,0x12107,10,0.8431,0.9753,network,0,0
Esagil,0x12107,11,0.8682,0.9342,network,0,0
Esagil,0x12108,1,0.83,0.9719,network,0,0
Esagil,0x12108,2,0.7564,0.9653,network,0,0
Esagil,0x12108,3,0.0,0.9574,network,0,0
Esagil,0x12108,4,0.8138,0.978,network,0,0
Esagil,0x1210b,1,0.9292,0.9292,network,0,0
Esagil,0x1210b,2,0.05,0.9458,network,0,1
Esagil,0x1210b,3,0.865,0.9598,network,0,0
Esagil,0x1210b,4,0.873,0.9636,network,0,0
Esagil,0x1210b,5,0.0,0.9785,network,0,0
Esagil,0x1210b,6,0.8846,0.9668,network,0,0
Esagil,0x1210b,7,0.786,0.9725,skeleton,0,0
Esagil,0x1210b,8,0.8673,0.9858,skeleton,0,0
Esagil,0x1210b,9,0.2275,0.9363,network,0,0
Esagil,0x1210b,10,0.8901,0.9442,network,0,0
Esagil,0x1210b,11,0.8339,0.9576,network,0,0
Esagil,0x1210b,12,0.8306,0.9573,network,0,0
Esagil,0x12111,1,0.8668,0.9302,network,0,0
Esagil,0x12111,2,0.8668,0.941,network,0,0
Esagil,0x12111,3,0.8143,0.8143,network,0,0
Esagil,0x12115,1,0.7691,0.9361,skeleton,0,0
Esagil,0x12115,2,0.8989,0.9621,network,0,0
Esagil,0x12116,1,0.8677,0.9565,skeleton,0,0
Esagil,0x12116,2,0.8924,0.9779,network,0,0
Esagil,0x12116,3,0.8916,0.9517,network,0,0
Esagil,0x12116,4,0.8924,0.9605,network,0,0
Esagil,0x12116,5,0.94,0.9612,network,0,0
Esagil,0x12116,6,0.9172,0.9763,network,0,0
Esagil,0x12117,1,0.8818,0.9615,network,0,0
Esagil,0x12117,2,0.859,0.9427,network,0,0
Esagil,0x12117,3,0.8167,0.9555,network,0,0
Esagil,0x12117,4,0.7513,0.9596,network,0,0
Esagil,0x12117,5,0.8078,0.9611,network,0,0
Esagil,0x12117,6,0.8512,0.9614,skeleton,0,0
Esagil,0x12117,7,0.8993,0.9595,network,0,0
Esagil,0x12117,8,0.8505,0.9356,network,0,0
Esagil,0x12117,9,0.8505,0.9533,network,0,0
Esagil,0x12117,10,0.8982,0.9728,network,0,0
Esagil,0x12118,1,0.8317,0.9716,network,0,0
Esagil,0x12118,2,0.8371,0.954,network,0,0
Esagil,0x12118,3,0.8429,0.9663,network,0,0
Esagil,0x12118,4,0.244,0.9803,network,0,0
Esagil,0x12118,5,0.795,0.9365,network,0,0
Esagil,0x12118,6,0.0012,0.962,network,0,0
Esagil,0x12118,7,0.8529,0.9738,network,0,0
Esagil,0x12119,1,0.795,0.9781,network,0,0
Esagil,0x12119,2,0.7546,0.9741,skeleton,0,0
Esagil,0x12119,3,0.8559,0.9881,network,0,0
Esagil,0x12119,4,0.5884,0.9576,network,0,0
Esagil,0x12119,5,0.0169,0.9693,network,0,0
Esagil,0x12119,6,0.6706,0.9329,network,0,0
Esagil,0x12119,7,0.7896,0.9643,network,0,0
Esagil,0x12119,8,0.8989,0.9799,network,0,0
Esagil,0x12119,9,0.9138,0.9744,network,0,0
Esagil,0x12119,10,0.9373,0.9578,network,0,0
Esagil,0x1211b,1,0.8713,0.9759,network,0,0
Esagil,0x1211b,2,0.858,0.9655,network,0,0
Esagil,0x1211b,3,0.8253,0.9636,network,0,0
Esagil,0x1211b,4,0.8487,0.9736,network,0,0
Esagil,0x1211b,5,0.8842,0.9182,network,0,0
Esagil,0x1211b,6,0.5808,0.9797,network,0,0
Esagil,0x1211b,7,0.8228,0.9533,network,0,0
Esagil,0x1211b,8,0.876,0.9656,skeleton,0,0
Esagil,0x1211b,9,0.8497,0.9179,network,0,0
Esagil,0x1211b,10,0.7311,0.9397,skeleton,0,0
Esagil,0x1211b,11,0.8785,0.9696,network,0,0
Esagil,0x1211b,12,0.8655,0.9448,network,0,0
Esagil,0x1211b,13,0.9321,0.9491,network,0,0
Esagil,0x1211e,1,0.7797,0.9578,network,0,0
Esagil,0x1211e,2,0.7797,0.9305,skeleton,0,0
Esagil,0x1211e,3,0.0029,0.954,network,0,0
Esagil,0x1211e,4,0.8587,0.9707,network,0,0
Esagil,0x1211e,5,0.9481,0.9677,network,0,0
Esagil,0x12120,1,0.8405,0.9372,network,0,0
Esagil,0x12120,2,0.8405,0.9519,network,0,0
Esagil,0x12120,3,0.7314,0.9429,network,0,0
Esagil,0x12120,4,0.8826,0.9638,network,0,0
Esagil,0x12120,5,0.8822,0.9266,network,0,0
Esagil,0x12120,6,0.6654,0.9663,network,0,0
Esagil,0x12120,7,0.9223,0.9807,network,0,0
Esagil,0x12122,1,0.6562,0.9555,network,0,0
Esagil,0x12122,2,0.9183,0.9417,network,0,0
Esagil,0x12122,3,0.8834,0.9545,network,0,0
Esagil,0x12122,4,0.7379,0.9653,network,0,0
Esagil,0x12122,5,0.0001,0.975,network,0,0
Esagil,0x12122,6,0.7729,0.9495,network,0,0
Esagil,0x12122,7,0.8982,0.9721,network,0,0
Esagil,0x12122,8,0.885,0.954,network,0,0
Esagil,0x12123,1,0.8152,0.9271,network,0,0
Esagil,0x12123,2,0.8566,0.9602,network,0,0
Esagil,0x12123,3,0.8568,0.9807,network,0,0
Esagil,0x12123,4,0.8573,0.9641,network,0,0
Esagil,0x12123,5,0.8632,0.9768,network,0,0
Esagil,0x12123,6,0.8505,0.9053,network,0,0
Esagil,0x12123,7,0.7276,0.8758,network,0,0
Esagil,0x12124,1,0.8961,0.9452,network,0,0
Esagil,0x12124,2,0.5903,0.9462,network,0,0
Esagil,0x12124,3,0.8909,0.9561,network,0,0
Esagil,0x12124,4,0.9331,0.9787,network,0,0
Esagil,0x12124,5,0.5005,0.9622,network,0,0
Esagil,0x12124,6,0.7915,0.9829,network,0,0
Esagil,0x12124,7,0.0027,0.9548,network,0,0
Esagil,0x12124,8,0.05,0.9743,skeleton,0,1
Esagil,0x12124,9,0.361,0.9919,skeleton,1,0
Esagil,0x12124,10,0.4066,0.6192,network,0,0
Esagil,0x12124,11,0.0004,0.642,network,0,0
Esagil,0x12125,1,0.8686,0.923,network,0,0
Esagil,0x12125,2,0.8047,0.8549,network,0,0
Esagil,0x12125,3,0.8673,0.9225,network,0,0
Esagil,0x12125,4,0.7487,0.904,network,0,0
Esagil,0x12129,1,0.935,0.961,network,0,0
Esagil,0x12129,2,0.7106,0.9431,network,0,0
Esagil,0x12129,3,0.8912,0.9601,network,0,0
Esagil,0x12129,4,0.8524,0.9452,network,0,0
Esagil,0x12129,5,0.8371,0.9546,network,0,0
Esagil,0x12129,6,0.9206,0.9412,network,0,0
Esagil,0x1212c,1,0.8262,0.8719,network,0,0
Esagil,0x1212c,2,0.6741,0.7229,network,0,0
Esagil,0x1212c,3,0.6741,0.6976,network,0,0
Esagil,0x1212d,1,0.8771,0.8771,network,0,0
Esagil,0x1212d,2,0.8946,0.9158,network,0,0
Esagil,0x1212d,3,0.8111,0.88,network,0,0
Esagil,0x1212d,4,0.8608,0.9701,network,0,0
Esagil,0x1212e,1,0.8298,0.8298,network,0,0
Esagil,0x1212e,2,0.9169,0.9624,network,0,0
Esagil,0x1212e,3,0.9323,0.9768,network,0,0
Esagil,0x1212e,4,0.0146,0.7033,network,0,0
Esagil,0x1212e,5,0.6719,0.9571,network,0,0
Esagil,0x12130,1,0.8242,0.8242,network,0,0
Esagil,0x12130,2,0.9215,0.9702,network,0,0
Esagil,0x12130,3,0.8578,0.9404,network,0,0
Esagil,0x12130,4,0.0317,0.5889,network,0,0
Esagil,0x12130,5,0.8604,0.9312,network,0,0
Esagil,0x12130,6,0.0013,0.782,network,1,0
Esagil,0x12132,1,0.8485,0.9684,network,0,0
Esagil,0x12132,2,0.2496,0.9421,network,0,0
Esagil,0x12132,3,0.876,0.9721,network,0,0
Esagil,0x12132,4,0.1339,0.9781,network,0,0
Esagil,0x12132,5,0.7756,0.7793,skeleton,0,0
Esagil,0x12132,6,0.9,0.9363,network,0,0
Esagil,0x12132,7,0.9107,0.9768,network,0,0
Esagil,0x12134,1,0.7178,0.9722,network,0,0
Esagil,0x12134,2,0.8912,0.9612,skeleton,0,0
Esagil,0x12134,3,0.7178,0.9462,network,0,0
Esagil,0x12134,4,0.5718,0.9717,network,0,0
Esagil,0x12134,5,0.8814,0.9431,network,0,0
Esagil,0x12134,6,0.9373,0.9466,network,0,0
Esagil,0x12134,7,0.8704,0.9454,network,0,0
Esagil,0x12134,8,0.9366,0.9545,network,0,0
Esagil,0x12134,9,0.812,0.8933,network,0,0
Esagil,0x12135,1,0.9007,0.9076,network,0,0
Esagil,0x12135,2,0.9007,0.9596,network,0,0
Esagil,0x12135,3,0.9055,0.9831,network,0,0
Esagil,0x12135,4,0.8927,0.9634,network,0,0
Esagil,0x12135,5,0.8105,0.9182,network,0,0
Esagil,0x12135,6,0.8686,0.9755,network,0,0
Esagil,0x12135,7,0.8818,0.9841,network,0,0
Esagil,0x12135,8,0.927,0.9642,network,0,0
Esagil,0x12137,1,0.5098,0.9287,skeleton,0,0
Esagil,0x12137,2,0.8901,0.9552,network,0,0
Esagil,0x12137,3,0.8205,0.8966,network,0,0
Esagil,0x12137,4,0.7465,0.9185,network,0,0
Esagil,0x1213e,1,0.8462,0.9654,network,0,0
Esagil,0x1213e,2,0.9221,0.9423,network,0,0
Esagil,0x1213e,3,0.8222,0.9678,network,0,0
Esagil,0x1213e,4,0.8423,0.917,network,0,0
Esagil,0x1213e,5,0.9209,0.9636,network,0,0
Esagil,0x1213e,6,0.947,0.947,network,0,0
Esagil,0x1213e,7,0.9469,0.9497,skeleton,0,0
Esagil,0x1213e,8,0.8331,0.9555,network,0,0
Esagil,0x1213f,1,0.8556,0.8556,network,0,0
Esagil,0x1213f,2,0.8341,0.8539,skeleton,0,0
Esagil,0x1213f,3,0.8267,0.9528,network,0,0
Esagil,0x1213f,4,0.7574,0.9702,network,0,0
Esagil,0x1213f,5,0.801,0.9565,network,0,0
Esagil,0x12140,1,0.8668,0.9053,network,0,0
Esagil,0x12140,2,0.8773,0.9588,network,0,0
Esagil,0x12140,3,0.9138,0.9538,network,0,0
Esagil,0x12140,4,0.859,0.9531,network,0,0
Esagil,0x12140,5,0.859,0.9656,network,0,0
Esagil,0x12140,6,0.7677,0.979,skeleton,0,0
Esagil,0x12140,7,0.5761,0.9346,network,0,0
Esagil,0x12140,8,0.6352,0.9386,network,0,0
Esagil,0x12141,1,0.0003,0.9584,network,0,0
Esagil,0x12141,2,0.8416,0.9639,network,0,0
Esagil,0x12141,3,0.9078,0.9386,network,0,0
Esagil,0x12141,4,0.9088,0.937,network,0,0
Esagil,0x12141,5,0.8986,0.9374,network,0,0
Esagil,0x12142,1,0.7202,0.8944,network,0,0
Esagil,0x12142,2,0.0006,0.9019,network,1,0
Esagil,0x12146,1,0.7001,0.8358,network,0,0
Esagil,0x12146,2,0.715,0.9497,skeleton,0,0
Esagil,0x12146,3,0.719,0.9482,network,0,0
Esagil,0x12147,1,0.8866,0.9337,network,0,0
Esagil,0x12147,2,0.8899,0.8899,network,0,0
Esagil,0x12147,3,0.9439,0.955,network,0,0
Esagil,0x12147,4,0.8964,0.9604,network,0,0
Esagil,0x12147,5,0.8794,0.9761,network,0,0
Esagil,0x12147,6,0.9439,0.971,network,0,0
Esagil,0x12147,7,0.9192,0.9634,network,0,0
Esagil,0x12147,8,0.8062,0.9651,network,0,0
Esagil,0x12147,9,0.0942,0.9404,network,0,0
Esagil,0x12148,1,0.3944,0.9414,network,0,0
Esagil,0x12148,2,0.9021,0.9487,network,0,0
Esagil,0x12148,3,0.8129,0.9167,network,0,0
Esagil,0x12148,4,0.0002,0.972,network,0,0
Esagil,0x12148,5,0.8423,0.9744,network,0,0
Esagil,0x12148,6,0.8814,0.923,network,0,0
Esagil,0x12148,7,0.9017,0.9767,network,0,0
Esagil,0x12148,8,0.8768,0.9581,network,0,0
Esagil,0x1214a,1,0.8278,0.9302,network,0,0
Esagil,0x1214a,2,0.9,0.9026,skeleton,0,0
Esagil,0x1214a,3,0.9223,0.9515,skeleton,0,0
Esagil,0x1214a,4,0.7953,0.9339,network,0,0
Esagil,0x1214a,5,0.5941,0.9611,network,0,0
Esagil,0x1214a,6,0.7428,0.9109,network,0,0
Esagil,0x1214a,7,0.8339,0.9464,network,0,0
Esagil,0x1214b,1,0.9058,0.9796,network,0,0
Esagil,0x1214b,2,0.8311,0.9563,network,0,0
Esagil,0x1214b,3,0.05,0.9725,network,0,1
Esagil,0x1214b,4,0.711,0.9655,network,0,0
Esagil,0x1214b,5,0.3376,0.993,network,0,0
Esagil,0x1214b,6,0.9189,0.9349,skeleton,0,0
Esagil,0x1214b,7,0.8029,0.8029,network,0,0
Esagil,0x1214b,8,0.8242,0.9105,network,0,0
Esagil,0x12154,1,0.9052,0.9571,network,0,0
Esagil,0x12154,2,0.9439,0.9793,network,0,0
Esagil,0x12154,3,0.916,0.9819,network,0,0
Esagil,0x12154,4,0.9453,0.9785,network,0,0
Esagil,0x12154,5,0.9343,0.9669,network,0,0
Esagil,0x12154,6,0.9471,0.9576,network,0,0
Esagil,0x12154,7,0.8467,0.9438,network,0,0
Esagil,0x12154,8,0.8467,0.9499,network,0,0
Esagil,0x12155,1,0.7972,0.7972,skeleton,0,0
Esagil,0x12155,2,0.873,0.9339,network,0,0
Esagil,0x12155,3,0.805,0.9642,skeleton,0,0
Esagil,0x12155,4,0.8957,0.9645,network,0,0
Esagil,0x12155,5,0.7424,0.9573,network,0,0
Esagil,0x12156,1,0.9045,0.9495,network,0,0
Esagil,0x12156,2,0.8686,0.9487,network,0,0
Esagil,0x12156,3,0.6049,0.9862,network,0,0
Esagil,0x12156,4,0.7066,0.9675,network,0,0
Esagil,0x12156,5,0.8117,0.9363,network,0,0
Esagil,0x12157,1,0.852,0.9782,skeleton,0,0
Esagil,0x12157,2,0.8618,0.9582,network,0,0
Esagil,0x12157,3,0.0004,0.9524,network,0,0
Esagil,0x12157,4,0.39,0.9579,network,0,0
Esagil,0x12157,5,0.869,0.9033,skeleton,0,0
Esagil,0x12157,6,0.8897,0.8911,skeleton,0,0
Esagil,0x12157,7,0.8758,0.8758,network,0,0
Esagil,0x12158,1,0.0406,0.9685,network,0,0
Esagil,0x12158,2,0.7603,0.9438,network,0,0
Esagil,0x12158,3,0.7823,0.9867,network,0,0
Esagil,0x12158,4,0.8262,0.9787,network,0,0
Esagil,0x12158,5,0.8618,0.9363,network,0,0
Esagil,0x12158,6,0.3838,0.9669,network,0,0
Esagil,0x12158,7,0.817,0.9809,network,0,0
Esagil,0x12158,8,0.6736,0.9797,network,0,0
Esagil,0x12158,9,0.9463,0.9598,network,0,0
Esagil,0x12158,10,0.5132,0.923,network,0,0
Esagil,0x1215c,1,0.0101,0.9702,network,0,0
Esagil,0x1215c,2,0.942,0.9651,network,0,0
Esagil,0x1215c,3,0.0031,0.9573,network,0,0
Esagil,0x1215c,4,0.0265,0.9566,skeleton,0,0
Esagil,0x1215c,5,0.0001,0.9493,network,0,0
Esagil,0x1215c,6,0.3937,0.8995,network,0,0
Esagil,0x1215c,7,0.8273,0.9344,skeleton,0,0
Esagil,0x1215c,8,0.2368,0.9412,network,1,0
Esagil,0x1215c,9,0.7009,0.9312,network,0,0
Esagil,0x12161,1,0.0619,0.9654,network,0,0
Esagil,0x12161,2,0.9288,0.9753,skeleton,0,0
Esagil,0x12161,3,0.578,0.9839,network,0,0
Esagil,0x12161,4,0.4766,0.9429,network,0,0
Esagil,0x12161,5,0.05,0.9759,skeleton,0,1
Esagil,0x12161,6,0.8777,0.9555,skeleton,0,0
Esagil,0x12161,7,0.8182,0.9681,skeleton,0,0
Esagil,0x12161,8,0.8482,0.9541,skeleton,0,0
Esagil,0x12161,9,0.8239,0.9638,network,0,0
Esagil,0x12161,10,0.8704,0.9386,network,0,0
Esagil,0x12161,11,0.8182,0.9687,network,0,0
Esagil,0x12161,12,0.1233,0.9621,network,0,0
Esagil,0x12161,13,0.6624,0.9732,network,0,0
Esagil,0x12164,1,0.0824,0.9617,network,0,0
Esagil,0x12164,2,0.9385,0.9791,skeleton,0,0
Esagil,0x12164,3,0.7233,0.9709,network,0,0
Esagil,0x12164,4,0.0312,0.9454,network,0,0
Esagil,0x12164,5,0.8322,0.9628,network,0,0
Esagil,0x12164,6,0.8686,0.9656,skeleton,0,0
Esagil,0x12164,7,0.8824,0.8824,network,0,0
Esagil,0x12164,8,0.7918,0.9196,network,0,0
Esagil,0x12164,9,0.0003,0.9531,network,0,0
Esagil,0x12164,10,0.9248,0.9636,network,0,0
Esagil,0x12164,11,0.7178,0.9674,network,0,0
Esagil,0x12164,12,0.8444,0.9305,network,0,0
Esagil,0x12164,13,0.8993,0.9561,network,0,0
Esagil,0x12165,1,0.0866,0.951,network,0,0
Esagil,0x12165,2,0.9267,0.975,skeleton,0,0
Esagil,0x12165,3,0.7776,0.9765,network,0,0
Esagil,0x12165,4,0.3346,0.9466,network,0,0
Esagil,0x12165,5,0.05,0.9807,skeleton,0,1
Esagil,0x12165,6,0.8384,0.9735,skeleton,0,0
Esagil,0x12165,7,0.8931,0.9786,network,0,0
Esagil,0x12165,8,0.654,0.9698,network,0,0
Esagil,0x12165,9,0.9301,0.9665,network,0,0
Esagil,0x12165,10,0.8611,0.9668,network,0,0
Esagil,0x12172,1,0.0093,0.9639,network,0,0
Esagil,0x12172,2,0.881,0.9814,network,0,0
Esagil,0x12172,3,0.3567,0.9487,network,0,0
Esagil,0x12172,4,0.4501,0.9109,skeleton,0,0
Esagil,0x12172,5,0.05,0.9412,skeleton,0,1
Esagil,0x12172,6,0.0032,0.9474,network,0,0
Esagil,0x12172,7,0.0151,0.6624,network,0,0
Esagil,0x12172,8,0.0232,0.9704,network,0,0
Esagil,0x12172,9,0.8434,0.8447,network,0,0
Esagil,0x12172,10,0.8964,0.9334,network,0,0
Esagil,0x12172,11,0.6053,0.9753,network,0,0
Esagil,0x12172,12,0.9518,0.9669,network,0,0
Esagil,0x12172,13,0.9204,0.9236,network,0,0
Esagil,0x12172,14,0.5627,0.8693,network,0,0
Esagil,0x12172,15,0.9048,0.9795,network,0,0
Esagil,0x12172,16,0.05,0.9708,network,0,1
Esagil,0x12172,17,0.0196,0.9579,network,0,0
Esagil,0x12174,1,0.0579,0.9429,network,0,0
Esagil,0x12174,2,0.9409,0.9621,network,0,0
Esagil,0x12174,3,0.8751,0.9848,network,0,0
Esagil,0x12174,4,0.8325,0.9781,skeleton,0,0
Esagil,0x12174,5,0.6433,0.9005,skeleton,0,0
Esagil,0x12174,6,0.0004,0.9777,network,0,0
Esagil,0x12174,7,0.9065,0.962,network,0,0
Esagil,0x12174,8,0.8193,0.9599,network,0,0
Esagil,0x12174,9,0.8439,0.9109,network,0,0
Esagil,0x1217b,1,0.4732,0.9721,network,0,0
Esagil,0x1217b,2,0.9385,0.9678,network,0,0
Esagil,0x1217b,3,0.6847,0.9761,network,0,0
Esagil,0x1217b,4,0.4751,0.8848,network,0,0
Esagil,0x1217b,5,0.8785,0.937,network,0,0
Esagil,0x1217b,6,0.8395,0.9384,skeleton,0,0
Esagil,0x1217b,7,0.9285,0.9744,network,0,0
Esagil,0x1217b,8,0.8935,0.9677,network,0,0
Esagil,0x1217b,9,0.9232,0.97,network,0,0
Esagil,0x1217b,10,0.9547,0.961,network,0,0
Esagil,0x1217b,11,0.953,0.9654,network,0,0
Esagil,0x1217b,12,0.3746,0.9618,network,0,0
Esagil,0x1217e,1,0.0166,0.9625,network,0,0
Esagil,0x1217e,2,0.0001,0.9811,network,0,0
Esagil,0x1217e,3,0.5894,0.9517,network,0,0
Esagil,0x1217e,4,0.7394,0.9438,network,0,0
Esagil,0x1217e,5,0.9075,0.9339,skeleton,0,0
Esagil,0x1217e,6,0.7807,0.932,skeleton,0,0
Esagil,0x1217e,7,0.9052,0.9811,network,0,0
Esagil,0x1217e,8,0.8615,0.9205,skeleton,0,0
Esagil,0x1217e,9,0.9407,0.9631,network,0,0
Esagil,0x1217e,10,0.9501,0.9827,network,0,0
Esagil,0x1217e,11,0.9501,0.9691,network,0,0
Esagil,0x1217e,12,0.9262,0.9713,network,0,0
Esagil,0x1217e,13,0.8096,0.9607,network,0,0
Esagil,0x12183,1,0.0502,0.9704,network,0,0
Esagil,0x12183,2,0.9195,0.9751,network,0,0
Esagil,0x12183,3,0.5142,0.9738,network,0,0
Esagil,0x12183,4,0.3012,0.9602,network,0,0
Esagil,0x12183,5,0.05,0.9716,skeleton,0,1
Esagil,0x12183,6,0.8281,0.9524,skeleton,0,0
Esagil,0x12183,7,0.6293,0.9687,network,0,0
Esagil,0x12183,8,0.8158,0.9579,network,0,0
Esagil,0x12183,9,0.8834,0.9446,network,0,0
Esagil,0x12183,10,0.7957,0.9611,network,0,0
Esagil,0x12183,11,0.9325,0.9325,network,0,0
Esagil,0x12183,12,0.5516,0.9656,network,0,0
Esagil,0x12190,1,0.8897,0.9524,network,0,0
Esagil,0x12190,2,0.0,0.9497,network,0,0
Esagil,0x12190,3,0.7299,0.9406,network,0,0
Esagil,0x12190,4,0.8717,0.9622,network,0,0
Esagil,0x12195,1,0.8909,0.9699,network,0,0
Esagil,0x12195,2,0.5936,0.9576,network,0,0
Esagil,0x12195,3,0.8331,0.9497,network,0,0
Esagil,0x12197,1,0.8953,0.9374,network,0,0
Esagil,0x12197,2,0.8953,0.9395,network,0,0
Esagil,0x12197,3,0.9146,0.9146,network,0,0
Esagil,0x12197,4,0.9135,0.9392,network,0,0
Esagil,0x12197,5,0.7631,0.9462,network,0,0
Esagil,0x12197,6,0.9251,0.9649,network,0,0
Esagil,0x1219a,1,0.8384,0.9638,network,0,0
Esagil,0x1219a,2,0.8989,0.9585,network,0,0
Esagil,0x1219a,3,0.9004,0.963,network,0,0
Esagil,0x1219a,4,0.881,0.9721,network,0,0
Esagil,0x1219a,5,0.8256,0.931,network,0,0
Esagil,0x1219b,1,0.9004,0.9506,network,0,0
Esagil,0x1219b,2,0.9135,0.9421,skeleton,0,0
Esagil,0x1219b,3,0.8403,0.9208,network,0,0
Esagil,0x1219b,4,0.9232,0.9628,network,0,0
Esagil,0x1219b,5,0.0029,0.9545,skeleton,0,0
Esagil,0x1219b,6,0.7896,0.9612,network,0,0
Esagil,0x1219b,7,0.9038,0.9709,network,0,0
Esagil,0x1219b,8,0.8096,0.9482,network,0,0
Esagil,0x1219b,9,0.9235,0.9775,network,0,0
Esagil,0x1219b,10,0.0061,0.978,network,0,0
Esagil,0x1219b,11,0.6215,0.8333,network,0,0
Esagil,0x1219b,12,0.821,0.9779,network,0,0
Esagil,0x1219c,1,0.7589,0.9618,network,0,0
Esagil,0x1219c,2,0.4956,0.9543,network,0,0
Esagil,0x1219c,3,0.5593,0.9653,network,0,0
Esagil,0x1219c,4,0.8601,0.974,network,0,0
Esagil,0x1219f,1,0.9113,0.9522,network,0,0
Esagil,0x1219f,2,0.9113,0.9531,skeleton,0,0
Esagil,0x1219f,3,0.9024,0.9778,network,0,0
Esagil,0x1219f,4,0.7823,0.9628,network,0,0
Esagil,0x1219f,5,0.9221,0.9656,network,0,0
Esagil,0x1219f,6,0.8785,0.9414,network,0,0
Esagil,0x1219f,7,0.8785,0.9417,skeleton,0,0
Esagil,0x1219f,8,0.8056,0.8587,network,0,0
Esagil,0x1219f,9,0.7846,0.9222,network,0,0
Esagil,0x1219f,10,0.6016,0.7417,network,0,0
Esagil,0x1219f,11,0.8038,0.8038,network,0,0
Esagil,0x121a0,1,0.9007,0.9543,network,0,0
Esagil,0x121a0,2,0.8568,0.9351,skeleton,0,0
Esagil,0x121a0,3,0.892,0.9208,network,0,0
Esagil,0x121a0,4,0.9115,0.9115,network,0,0
Esagil,0x121a0,5,0.0016,0.9312,network,0,0
Esagil,0x121a0,6,0.6215,0.9817,network,0,0
Esagil,0x121a0,7,0.8787,0.8787,network,0,0
Esagil,0x121a1,1,0.9638,0.9638,network,0,0
Esagil,0x121a1,2,0.9068,0.9292,network,0,0
Esagil,0x121a1,3,0.3363,0.9302,network,0,0
Esagil,0x121a1,4,0.8695,0.9515,network,0,0
Esagil,0x121a1,5,0.9191,0.9191,network,0,0
Esagil,0x121a1,6,0.767,0.9804,skeleton,0,0
Esagil,0x121a1,7,0.9235,0.9628,network,0,0
Esagil,0x121a1,8,0.7106,0.9236,network,0,0
Esagil,0x121a1,9,0.8682,0.9292,network,0,0
Esagil,0x121a1,10,0.0005,0.6067,skeleton,1,0
Esagil,0x121a4,1,0.8289,0.9698,network,0,0
Esagil,0x121a4,2,0.8289,0.9448,network,0,0
Esagil,0x121a4,3,0.8384,0.9627,skeleton,0,0
Esagil,0x121a4,4,0.9391,0.9634,network,0,0
Esagil,0x121a4,5,0.8838,0.9315,network,0,0
Esagil,0x121a5,1,0.8939,0.9546,network,0,0
Esagil,0x121a5,2,0.8613,0.959,network,0,0
Esagil,0x121a5,3,0.9303,0.9636,network,0,0
Esagil,0x121a5,4,0.9243,0.9565,network,0,0
Esagil,0x121a5,5,0.9262,0.9307,network,0,0
Esagil,0x121a5,6,0.5612,0.9268,network,0,0
