font,codepoint,name,source,n_wedges,confidence,doubtful_wedges,mean_wedge_confidence,rare_orientation_wedges,off_ink_tails,clamped_wedges,scale,in_font_per_metadata
Esagil,0x12292,RU,model,5,0.4429,0,0.6779,0,0,0,0.15717,True
Assurbanipal,0x1214d,IL2,model,15,0.4525,0,0.812,0,0,0,1.0,True
Assurbanipal,0x12388,LAGAB TIMES GI,model,11,0.454,0,0.7733,0,0,0,1.0,True
Esagil,0x120a1,EZEN TIMES AN,model,11,0.4492,0,0.8004,0,0,0,0.15658,True
Esagil,0x120ac,EZEN TIMES KASKAL,model,13,0.4494,0,0.7475,0,0,0,0.15627,True
Assurbanipal,0x120a1,EZEN TIMES AN,model,9,0.461,0,0.8003,0,0,0,1.0,True
Assurbanipal,0x1226b,NUN CROSSING NUN,model,10,0.4625,0,0.8188,0,0,0,1.0,True
Assurbanipal,0x122f1,TAB OVER TAB NI OVER NI DISH OVER DISH,model,14,0.4567,0,0.813,0,0,0,1.0,True
Assurbanipal,0x122fa,TAK4,model,10,0.4625,0,0.8188,0,0,0,1.0,True
Esagil,0x12227,MASH2,model,7,0.462,0,0.7494,0,0,0,0.15613,True
Assurbanipal,0x1211e,GUD,model,5,0.4668,0,0.8167,0,0,0,1.0,True
Assurbanipal,0x1229a,SAG TIMES KAK,model,10,0.4654,0,0.7994,0,0,0,1.0,True
Assurbanipal,0x12320,,model,12,0.4668,0,0.7474,0,0,0,1.0,True
Esagil,0x121ad,KU4,model,9,0.4727,0,0.851,0,0,0,0.15561,True
Esagil,0x122fd,TE GUNU,model,9,0.4727,0,0.851,0,0,0,0.15561,True
Assurbanipal,0x12131,HI TIMES DISH,model,5,0.4844,0,0.6999,0,0,0,1.0,True
Assurbanipal,0x12347,URU TIMES MIN,model,7,0.479,0,0.7183,0,0,0,1.0,True
Esagil,0x1203e,ASH2,model,4,0.478,0,0.721,0,0,0,0.15584,True
Esagil,0x122de,SIG4,model,10,0.4785,0,0.7724,0,0,0,0.15616,True
Esagil,0x122e2,SU OVER SU,model,6,0.4795,0,0.757,0,0,1,0.1564,True
Esagil,0x12451,,model,4,0.478,0,0.721,0,0,0,0.15584,
Assurbanipal,0x12011,AB TIMES IMIN,model,13,0.4888,0,0.8251,0,0,0,1.0,True
Assurbanipal,0x12082,DUGUD,model,9,0.4883,0,0.8343,0,0,0,1.0,True
Assurbanipal,0x12265,NUN LAGAR TIMES USH,model,11,0.4912,0,0.8492,0,0,0,1.0,True
Assurbanipal,0x1230c,U GUD,model,6,0.4883,0,0.8192,0,0,0,1.0,True
Esagil,0x1201d,AK,model,7,0.4932,0,0.79,0,0,0,0.15614,True
Assurbanipal,0x120a7,,model,17,0.502,0,0.7999,0,0,0,1.0,True
Assurbanipal,0x122a2,SAG TIMES U2,model,14,0.4985,0,0.8189,0,0,0,1.0,True
Assurbanipal,0x122a4,SAG TIMES UM,model,14,0.4985,0,0.819,0,0,0,1.0,True
Assurbanipal,0x12310,U OVER U U REVERSED OVER U REVERSED,model,2,0.5049,0,0.7163,0,0,0,1.0,True
Assurbanipal,0x12378,,model,13,0.498,0,0.8297,0,0,0,1.0,True
Esagil,0x12076,DIM2,model,6,0.5034,0,0.8237,0,0,0,0.15686,True
Esagil,0x1219c,KASKAL,model,4,0.4956,0,0.6685,0,0,0,0.15551,True
Esagil,0x12252,NINDA2,model,5,0.5005,0,0.7548,0,0,0,0.15675,True
Esagil,0x122a9,SAL,model,4,0.5,0,0.7564,1,0,0,0.15541,True
Esagil,0x122d9,SHU2,model,2,0.4972,0,0.6629,1,0,0,0.15764,True
Esagil,0x12307,TUK,model,3,0.5015,0,0.7574,0,0,0,0.15695,True
Esagil,0x12137,HU,model,4,0.5098,0,0.7417,0,0,0,0.15584,True
Assurbanipal,0x1214a,IGI GUNU,model,7,0.5169,0,0.802,1,0,0,1.0,True
Assurbanipal,0x12217,LUGAL & GAN,model,12,0.5244,0,0.8379,0,0,0,1.0,True
Assurbanipal,0x1223d,MUSH3 GUNU,model,10,0.5244,0,0.8086,0,0,0,1.0,True
Assurbanipal,0x12260,NISAG (read NISAG2),model,11,0.519,0,0.8199,0,0,0,1.0,True
Assurbanipal,0x122af,SHA3 TIMES A,model,8,0.519,0,0.791,0,0,0,1.0,True
Esagil,0x12009,A2,model,9,0.52,0,0.798,0,0,0,0.15643,True
Esagil,0x1201e,AK TIMES ERIN2,model,10,0.5239,0,0.8231,0,0,0,0.15611,True
Esagil,0x122e4,SUD,model,9,0.5239,0,0.8334,0,0,0,0.15601,True
Esagil,0x12454,,model,6,0.522,0,0.7561,0,0,0,0.15717,
Assurbanipal,0x1200e,AB TIMES GAN2 TENU,model,12,0.5332,0,0.8562,0,0,0,1.0,True
Assurbanipal,0x1216d,KA TIMES IGI,model,10,0.5307,0,0.8282,0,0,0,1.0,True
Assurbanipal,0x12334,UR4,model,5,0.5307,0,0.7596,0,0,0,1.0,True
Esagil,0x1234e,URU TIMES URUDA,model,12,0.5317,0,0.7923,0,0,1,0.15604,True
Esagil,0x1243c,,model,4,0.5312,0,0.8083,0,0,0,0.15528,
Assurbanipal,0x1215b,KA TIMES ASH2,model,11,0.5395,0,0.8088,0,0,0,1.0,True
Assurbanipal,0x12178,KA TIMES MI,model,12,0.5375,0,0.7608,0,0,0,1.0,True
Assurbanipal,0x12193,KAD5,model,13,0.537,0,0.8042,0,0,0,1.0,True
Assurbanipal,0x12239,MUSH3,model,6,0.5395,0,0.7686,0,0,0,1.0,True
Assurbanipal,0x12252,NINDA2,model,5,0.5443,0,0.6751,0,0,0,1.0,True
Assurbanipal,0x1234e,URU TIMES URUDA,model,11,0.537,0,0.8096,0,0,0,1.0,True
Esagil,0x121b3,KUR,model,3,0.5409,0,0.6523,0,0,0,0.15756,True
Assurbanipal,0x120e5,GA2 TIMES SHE,model,9,0.5492,0,0.8208,0,0,0,1.0,True
Assurbanipal,0x1219f,KESH2,model,9,0.5496,0,0.8148,0,0,0,1.0,True
Assurbanipal,0x12295,SAG,model,7,0.5472,0,0.8207,0,0,0,1.0,True
Esagil,0x122d3,SHIR,model,7,0.5545,0,0.8063,0,0,0,0.15614,True
Assurbanipal,0x12135,HI TIMES SHE,model,10,0.5603,0,0.8234,0,0,0,1.0,True
Assurbanipal,0x1231e,,model,11,0.5569,0,0.7661,0,0,0,1.0,True
Assurbanipal,0x12110,GISAL,model,7,0.5722,0,0.7573,0,0,0,1.0,True
Esagil,0x12134,HI TIMES NUN,model,9,0.5718,0,0.8151,0,0,0,0.15679,True
Esagil,0x12309,TUR,model,7,0.5708,0,0.8277,0,0,0,0.15621,True
Assurbanipal,0x12021,AL TIMES AL,model,12,0.5789,0,0.784,0,0,0,1.0,True
Assurbanipal,0x121bd,LAGAB TIMES AL,model,10,0.5846,0,0.8381,0,0,0,1.0,True
Assurbanipal,0x122b4,SHA3 TIMES TUR,model,11,0.5794,0,0.8458,0,0,0,1.0,True
Esagil,0x12034,ARAD,model,5,0.5789,0,0.7975,0,0,0,0.15586,True
Esagil,0x1211b,GU2 TIMES NUN,model,13,0.5808,0,0.8326,0,0,1,0.15615,True
Esagil,0x12140,I A,model,8,0.5761,0,0.7943,0,0,1,0.15586,True
Esagil,0x12301,TIR,model,9,0.5765,0,0.8427,0,0,0,0.15644,True
Assurbanipal,0x120a3,EZEN TIMES A PLUS LAL,model,14,0.5879,0,0.833,0,0,0,1.0,True
Assurbanipal,0x12127,GURUN,model,8,0.5927,0,0.805,0,0,0,1.0,True
Assurbanipal,0x1232a,UR SHESHIG,model,8,0.5922,0,0.7678,0,0,0,1.0,True
Assurbanipal,0x12331,UR2 TIMES U2,model,14,0.5898,0,0.868,0,0,0,1.0,True
Esagil,0x1214a,IGI GUNU,model,7,0.5941,0,0.8023,0,0,0,0.15605,True
Esagil,0x12195,KAK,model,3,0.5936,0,0.7725,0,0,0,0.15641,True
Esagil,0x121ac,KU3,model,5,0.5884,0,0.7518,0,0,0,0.15695,True
Esagil,0x121c9,LAGAB TIMES HAL,model,6,0.5894,0,0.808,0,0,0,0.15591,True
Esagil,0x122ae,SHA3,model,6,0.5856,0,0.8007,0,0,0,0.15654,True
Esagil,0x122c1,SHESH2 & SUHUR,model,10,0.5946,0,0.805,0,0,0,0.15663,True
Esagil,0x12156,ISH,model,5,0.6049,0,0.7792,0,0,0,0.15667,True
Esagil,0x1219f,KESH2,model,11,0.6016,0,0.8347,0,0,0,0.15625,True
Esagil,0x12334,UR4,model,5,0.5993,0,0.7693,0,0,0,0.15539,True
Assurbanipal,0x120cc,GA2 TIMES GAR,model,9,0.6095,0,0.8895,0,0,0,1.0,True
Assurbanipal,0x122e0,SIK2,model,12,0.6053,0,0.825,0,0,0,1.0,True
Esagil,0x1209f,ERIN2,model,4,0.61,0,0.7859,0,0,0,0.15728,True
Esagil,0x122e5,SUD2,model,4,0.6053,0,0.7972,0,0,0,0.15653,True
Esagil,0x12408,,model,3,0.6118,0,0.7759,0,0,0,0.15616,
Esagil,0x12075,DIM TIMES SHE,model,8,0.6179,0,0.8425,0,0,0,0.15653,True
Esagil,0x1230d,U U U,model,3,0.6206,0,0.6996,0,0,0,0.15666,True
Assurbanipal,0x120d9,GA2 TIMES KASKAL,model,9,0.632,0,0.7744,0,0,0,1.0,True
Assurbanipal,0x12222,MA GUNU,model,6,0.6266,0,0.71,0,0,0,1.0,True
Assurbanipal,0x122dc,SI GUNU,model,8,0.6316,0,0.8072,0,0,0,1.0,True
Assurbanipal,0x12321,UM TIMES U,model,8,0.6289,0,0.7898,0,0,0,1.0,True
Esagil,0x12215,LU2 SHESHIG,model,6,0.627,0,0.7857,0,0,0,0.15647,True
Esagil,0x12295,SAG,model,7,0.632,0,0.8175,0,0,0,0.15625,True
Esagil,0x122c3,SHID,model,6,0.6289,0,0.8239,0,0,0,0.15707,True
Esagil,0x12368,ZIG,model,8,0.6275,0,0.8257,0,0,0,0.15584,True
Esagil,0x1245b,,model,4,0.6343,0,0.8044,0,0,0,0.1567,
Assurbanipal,0x121cf,LAGAB TIMES KI,model,11,0.6384,0,0.8205,0,0,0,1.0,True
Assurbanipal,0x121d1,LAGAB TIMES KU3,model,9,0.6442,0,0.8505,0,0,0,1.0,True
Assurbanipal,0x1227e,PESH2,model,10,0.6402,0,0.7877,0,0,0,1.0,True
Esagil,0x12016,AB2,model,3,0.642,0,0.7834,0,0,0,0.15584,True
Esagil,0x12217,LUGAL & GAN,model,6,0.6388,0,0.7348,0,0,0,0.15582,True
Esagil,0x12326,UN,model,6,0.6424,0,0.8027,0,0,0,0.15605,True
Esagil,0x1235d,ZA,model,4,0.6438,0,0.7287,0,0,0,0.15488,True
Esagil,0x12409,,model,4,0.6438,0,0.7287,0,0,0,0.15488,
Assurbanipal,0x12008,A TIMES SAG,model,10,0.6527,0,0.8667,0,0,0,1.0,True
Assurbanipal,0x122a5,SAG TIMES UR,model,12,0.6505,0,0.8235,0,0,0,1.0,True
Assurbanipal,0x12368,ZIG,model,8,0.65,0,0.79,0,0,0,1.0,True
Esagil,0x122b7,SHA6 (bad!),model,9,0.6456,0,0.8879,0,0,0,0.15574,True
Esagil,0x1241e,,model,2,0.654,0,0.7461,0,0,0,0.15649,
Assurbanipal,0x1212e,HI TIMES ASH,model,5,0.6575,0,0.7773,0,0,0,1.0,True
Assurbanipal,0x121be,LAGAB TIMES AN,model,7,0.661,0,0.8228,0,0,0,1.0,True
Esagil,0x12038,ASH,model,1,0.6558,0,0.6558,0,0,0,0.15572,True
Esagil,0x12048,BARA2,model,10,0.6589,0,0.8351,0,0,0,0.15686,True
Esagil,0x1221b,LUH,model,6,0.6602,0,0.8167,0,0,0,0.15579,True
Esagil,0x122ac,SAR,model,10,0.6567,0,0.8458,0,0,1,0.15642,True
Assurbanipal,0x1217c,KA TIMES PI,model,11,0.6749,0,0.8204,0,0,0,1.0,True
Esagil,0x12120,GUD TIMES KUR,model,7,0.6654,0,0.8236,0,0,0,0.15643,True
Esagil,0x1212c,HAL,model,3,0.6741,0,0.7248,0,0,0,0.15644,True
Esagil,0x1221d,LUM,model,5,0.6715,0,0.8203,0,0,0,0.15559,True
Esagil,0x12400,,model,3,0.6745,0,0.7248,0,0,0,0.15644,
Assurbanipal,0x12001,A TIMES A,model,6,0.683,0,0.8372,0,0,0,1.0,True
Assurbanipal,0x12255,NINDA2 TIMES ASH PLUS ASH,model,7,0.6813,0,0.8051,0,0,0,1.0,True
Assurbanipal,0x122e8,SUMASH,model,10,0.6809,0,0.8757,0,0,0,1.0,True
Assurbanipal,0x120ae,EZEN TIMES KU3,model,14,0.6885,0,0.8622,0,0,0,1.0,True
Assurbanipal,0x120af,EZEN TIMES LA,model,14,0.6889,0,0.8533,0,0,0,1.0,True
Assurbanipal,0x12118,GU2 & UN,model,8,0.6893,0,0.8401,0,0,0,1.0,True
Assurbanipal,0x12349,,model,9,0.6876,0,0.8516,0,0,0,1.0,True
Assurbanipal,0x1237f,,model,13,0.6901,0,0.8519,0,0,0,1.0,True
Esagil,0x120ae,EZEN TIMES KU3,model,14,0.6918,0,0.8613,0,0,0,0.15627,True
Esagil,0x12342,URU TIMES IGI,model,8,0.6859,0,0.8029,0,0,0,0.15591,True
Esagil,0x1243b,,model,3,0.6893,0,0.7955,0,0,0,0.15702,
Assurbanipal,0x1203c,CUNEIFORM SIGN ASH OVER ASH OVER ASH & TAB,model,3,0.6988,0,0.7468,0,0,0,1.0,True
Assurbanipal,0x120a9,EZEN TIMES HA,model,14,0.698,0,0.8588,0,0,0,1.0,True
Assurbanipal,0x12119,GU2 TIMES KAK,model,11,0.7009,0,0.8432,0,0,0,1.0,True
Assurbanipal,0x1221a,,model,12,0.7017,0,0.8672,0,0,0,1.0,True
Assurbanipal,0x122ef,TA GUNU,model,8,0.6951,0,0.8231,0,0,0,1.0,True
Assurbanipal,0x12338,URU TIMES A,model,8,0.6968,0,0.8189,0,0,0,1.0,True
Esagil,0x1204d,BU,model,5,0.7005,0,0.8935,0,0,0,0.15644,True
Esagil,0x12085,DUN3,model,7,0.7029,0,0.8342,0,0,0,0.1561,True
Esagil,0x12086,DUN3 GUNU,model,7,0.7029,0,0.8342,0,0,0,0.1561,True
Esagil,0x12094,EDIN,model,11,0.7005,0,0.8368,0,0,0,0.15631,True
Esagil,0x12146,IGI,model,3,0.7001,0,0.7114,0,0,0,0.15683,True
Esagil,0x121d2,LAGAB TIMES KUL,model,8,0.6972,0,0.8518,0,0,0,0.15576,True
Esagil,0x121f2,LAL,model,2,0.6976,0,0.7849,0,0,0,0.15619,True
Esagil,0x12228,ME,model,2,0.6993,0,0.7534,0,0,0,0.15587,True
Esagil,0x1222e,MUG,model,6,0.6951,0,0.8522,0,0,0,0.15615,True
Esagil,0x12440,,model,6,0.6951,0,0.8561,0,0,0,0.15657,
Assurbanipal,0x121e3,LAGAB TIMES TAK4,model,14,0.7094,0,0.8454,0,0,0,1.0,True
Assurbanipal,0x12386,KA TIMES TU,model,15,0.711,0,0.86,0,0,0,1.0,True
Esagil,0x12071,DARA4,model,5,0.7142,0,0.7882,0,0,0,0.1562,True
Esagil,0x12129,HA,model,6,0.7106,0,0.8578,0,0,0,0.15728,True
Esagil,0x12223,MA2 & MUG,model,5,0.709,0,0.8231,0,0,1,0.15643,True
Esagil,0x1227f,PI,model,4,0.7082,0,0.8029,0,0,1,0.15556,True
Esagil,0x122f0,TAB,model,2,0.7078,0,0.7383,0,0,0,0.15594,True
Esagil,0x1243a,,model,3,0.713,0,0.7672,0,0,0,0.15736,
Assurbanipal,0x1206f,DAR,model,8,0.719,0,0.8737,0,0,0,1.0,True
Assurbanipal,0x12077,DIN,model,4,0.7241,0,0.7922,0,0,0,1.0,True
Assurbanipal,0x12089,DUR2,model,6,0.7229,0,0.8041,0,0,0,1.0,True
Assurbanipal,0x120f8,GAN2 TENU,model,6,0.7194,0,0.859,0,0,0,1.0,True
Assurbanipal,0x1219a,KAM2 (wrong!),model,6,0.7186,0,0.8328,0,0,0,1.0,True
Assurbanipal,0x121ec,LAGAR,model,4,0.7162,0,0.8224,0,0,0,1.0,True
Assurbanipal,0x121f2,LAL,model,2,0.7214,0,0.8038,0,0,0,1.0,True
Assurbanipal,0x12223,MA2 & MUG,model,5,0.7154,0,0.8074,0,0,0,1.0,True
Assurbanipal,0x1231b,UD SHESHIG TIMES BAD,model,9,0.7249,0,0.7975,0,0,0,1.0,True
Assurbanipal,0x12375,DISH PLUS SHU,model,6,0.7174,0,0.8056,0,0,0,1.0,True
Esagil,0x1202a,ALEPH,model,6,0.719,0,0.8344,0,0,0,0.15679,True
Esagil,0x121e7,LAGAB TIMES U PLUS U PLUS U,model,7,0.7154,0,0.8207,0,0,0,0.15641,True
Esagil,0x121fd,LU2,model,4,0.717,0,0.7632,0,0,0,0.15545,True
Esagil,0x12263,NUN,model,5,0.719,0,0.826,0,0,0,0.15683,True
Esagil,0x1227b,PAD,model,4,0.7241,0,0.809,0,0,0,0.15574,True
Esagil,0x12366,ZIB,model,4,0.7186,0,0.7858,0,0,0,0.15738,True
Assurbanipal,0x12056,DAG,model,7,0.7318,0,0.8859,0,0,0,1.0,True
Assurbanipal,0x12076,DIM2,model,7,0.7272,0,0.777,0,0,0,1.0,True
Assurbanipal,0x12097,EN,model,5,0.7349,0,0.8122,0,0,0,1.0,True
Assurbanipal,0x122b6,SHA3 TIMES U PLUS A,model,9,0.7311,0,0.8769,0,0,0,1.0,True
Esagil,0x12051,BULUG OVER BULUG,model,6,0.733,0,0.8477,0,0,0,0.15564,True
Esagil,0x12123,GUM,model,7,0.7276,0,0.8324,0,0,0,0.15629,True
Esagil,0x122f3,TAG,model,5,0.7318,0,0.8171,0,0,0,0.15663,True
Esagil,0x1243d,,model,4,0.7287,0,0.7874,0,0,0,0.15625,
Assurbanipal,0x12050,BU CROSSING BU,model,8,0.7405,0,0.8315,0,0,0,1.0,True
Assurbanipal,0x120a0,ESH2,model,6,0.7383,0,0.8051,0,0,0,1.0,True
Assurbanipal,0x1211d,GU2 GUNU & KAK,model,11,0.7372,0,0.8552,0,0,0,1.0,True
Assurbanipal,0x1237d,SIGN HUSH,model,9,0.7372,0,0.8136,0,0,0,1.0,True
Esagil,0x12040,BA,model,4,0.7398,0,0.7949,0,0,0,0.15574,True
Esagil,0x12053,BUR,model,7,0.745,0,0.8502,0,0,0,0.15556,True
Esagil,0x12155,IR,model,5,0.7424,0,0.8227,0,0,0,0.15589,True
Esagil,0x1222b,MIN,model,2,0.7353,0,0.7937,0,0,0,0.15625,True
Esagil,0x1238e,,model,5,0.7417,0,0.8509,0,0,0,0.15559,True
Esagil,0x12416,,model,2,0.7353,0,0.7937,0,0,0,0.15625,
Assurbanipal,0x121a1,KI TIMES BAD,model,8,0.7502,0,0.8684,0,0,0,1.0,True
Assurbanipal,0x121b0,KUL,model,4,0.7535,0,0.8191,0,0,0,1.0,True
Assurbanipal,0x12215,LU2 SHESHIG,model,12,0.7542,0,0.8438,0,0,0,1.0,True
Esagil,0x1202d,AN,model,3,0.7531,0,0.8472,0,0,0,0.15542,True
Esagil,0x12055,DA,model,6,0.7542,0,0.8557,0,0,0,0.15594,True
Esagil,0x120e2,GA2 TIMES PA,model,8,0.7502,0,0.8585,0,0,0,0.1562,True
Esagil,0x120f7,GAN2,model,6,0.7487,0,0.8477,0,0,0,0.15619,True
Esagil,0x12117,GU CROSSING GU,model,10,0.7513,0,0.8466,0,0,0,0.15575,True
Esagil,0x12125,GUR,model,4,0.7487,0,0.8223,0,0,0,0.15559,True
Esagil,0x1224c,NI,model,4,0.7461,0,0.8327,0,0,0,0.15641,True
Esagil,0x12403,,model,5,0.7538,0,0.8517,0,0,0,0.15678,
Assurbanipal,0x12247,NAM2,model,6,0.7635,0,0.8206,0,0,0,1.0,True
Assurbanipal,0x12306,TUG2,model,6,0.7635,0,0.8206,0,0,0,1.0,True
Assurbanipal,0x1233a,URU TIMES BAR,model,7,0.7553,0,0.8349,0,0,0,1.0,True
Assurbanipal,0x12365,ZI3,model,6,0.7635,0,0.8206,0,0,0,1.0,True
Esagil,0x120cc,GA2 TIMES GAR,model,9,0.7567,0,0.888,0,0,0,0.15663,True
Esagil,0x1213f,I,model,5,0.7574,0,0.815,0,0,0,0.1567,True
Esagil,0x12197,KAL,model,6,0.7631,0,0.8845,0,0,0,0.15517,True
Esagil,0x121b9,LAGAB TIMES A,model,7,0.7624,0,0.8954,0,0,0,0.15565,True
Esagil,0x121ec,LAGAR,model,4,0.7649,0,0.82,0,0,0,0.15612,True
Esagil,0x12225,MAR,model,5,0.7589,0,0.8301,0,0,0,0.15582,True
Esagil,0x1245a,,model,3,0.7607,0,0.8134,0,0,0,0.15711,
Assurbanipal,0x12005,A TIMES IGI,model,6,0.7701,0,0.8762,0,0,0,1.0,True
Esagil,0x12115,GISH TENU,model,2,0.7691,0,0.834,0,0,0,0.15584,True
Esagil,0x12259,NINDA2 TIMES NUN,model,10,0.7694,0,0.9082,0,0,0,0.15602,True
Esagil,0x122dd,SIG,model,4,0.7746,0,0.838,0,0,0,0.15556,True
Esagil,0x122e0,SIK2,model,4,0.7687,0,0.8224,0,0,0,0.1557,True
Esagil,0x122e7,SUM,model,7,0.7663,0,0.8819,0,0,0,0.15528,True
Esagil,0x12312,UB,model,4,0.7663,0,0.8371,0,0,0,0.15652,True
Esagil,0x1240b,,model,6,0.7684,0,0.8875,0,0,0,0.15655,
Esagil,0x1241a,,model,6,0.7684,0,0.8875,0,0,0,0.15655,
Esagil,0x12441,,model,7,0.7749,0,0.8674,0,0,0,0.15698,
Assurbanipal,0x12039,ASH ZIDA TENU,model,1,0.784,0,0.784,0,0,0,1.0,True
Assurbanipal,0x12084,DUN,model,13,0.7823,0,0.8752,0,0,0,1.0,True
Assurbanipal,0x120a5,,model,12,0.7837,0,0.8642,0,0,0,1.0,True
Assurbanipal,0x1211b,GU2 TIMES NUN,model,12,0.7797,0,0.8601,0,0,0,1.0,True
Assurbanipal,0x121c8,LAGAB TIMES HA,model,9,0.7843,0,0.8654,0,0,0,1.0,True
Assurbanipal,0x12205,LU2 TIMES KAD2,model,14,0.7843,0,0.8696,0,0,0,1.0,True
Assurbanipal,0x12254,NINDA2 TIMES ASH,model,6,0.7786,0,0.8365,0,0,0,1.0,True
Assurbanipal,0x122b1,SHA3 TIMES GISH,model,8,0.783,0,0.8687,0,0,0,1.0,True
Assurbanipal,0x122b5,SHA3 TIMES U,model,6,0.7776,0,0.8793,0,0,0,1.0,True
Esagil,0x1227d,PAP & E,model,2,0.7837,0,0.8243,0,0,0,0.15525,True
Esagil,0x122db,SI,model,4,0.78,0,0.873,0,0,0,0.15556,True
Esagil,0x1236e,ZUM,model,8,0.78,0,0.8535,0,0,0,0.15552,True
Esagil,0x1238c,MESH,model,5,0.7846,0,0.8249,0,0,0,0.15673,True
Esagil,0x12411,,model,6,0.7763,0,0.8537,0,0,0,0.155,
Esagil,0x12448,,model,3,0.7813,0,0.8201,0,0,0,0.15538,
Esagil,0x12473,,model,3,0.7813,0,0.8201,0,0,0,0.15538,
Assurbanipal,0x1207e,DUB,model,8,0.7889,0,0.8297,0,0,0,1.0,True
Assurbanipal,0x120f0,GAD & TAK4 & GISH,model,3,0.7918,0,0.8431,0,0,0,1.0,True
Assurbanipal,0x1213d,HUB2 TIMES UD,model,9,0.7879,0,0.8808,0,0,0,1.0,True
Assurbanipal,0x12259,NINDA2 TIMES NUN,model,10,0.7883,0,0.8957,0,0,0,1.0,True
Assurbanipal,0x12316,UD TIMES MI,model,7,0.7947,0,0.8725,0,0,0,1.0,True
Assurbanipal,0x1234d,URU TIMES UD,model,8,0.7902,0,0.845,0,0,0,1.0,True
Assurbanipal,0x12384,KA TIMES PA,model,10,0.7921,0,0.8683,0,0,0,1.0,True
Assurbanipal,0x12397,SIGN TI2,model,4,0.7896,0,0.8604,0,0,0,1.0,True
Esagil,0x1200a,AB,model,5,0.7925,0,0.8234,0,0,0,0.15657,True
Esagil,0x1209e,EREN,model,9,0.7912,0,0.8792,0,0,0,0.15589,True
Esagil,0x120f5,GAM,model,2,0.7934,0,0.825,0,0,0,0.15571,True
Esagil,0x121b7,LA,model,6,0.7896,0,0.8729,0,0,0,0.15549,True
Esagil,0x121fa,LISH,model,2,0.7934,0,0.825,0,0,0,0.15571,True
Esagil,0x12248,NE,model,9,0.7886,0,0.8591,0,0,0,0.15618,True
Esagil,0x122ad,SHA,model,7,0.7909,0,0.8746,0,0,0,0.15591,True
Esagil,0x12402,,model,4,0.7896,0,0.8478,0,0,0,0.15698,
Esagil,0x1240a,,model,5,0.7915,0,0.8721,0,0,0,0.15738,
Esagil,0x12419,,model,5,0.7915,0,0.8721,0,0,0,0.15738,
Esagil,0x12472,,model,2,0.7934,0,0.825,0,0,0,0.15571,
Assurbanipal,0x12100,GI,model,7,0.7963,0,0.8853,0,0,0,1.0,True
Assurbanipal,0x121e5,LAGAB TIMES U,model,5,0.8001,0,0.8549,0,0,0,1.0,True
Assurbanipal,0x12246,NAM & ERIN2,model,8,0.8038,0,0.8839,0,0,0,1.0,True
Assurbanipal,0x122dd,SIG,model,4,0.7969,0,0.8385,0,0,0,1.0,True
Assurbanipal,0x12395,,model,4,0.8022,0,0.8857,0,0,0,1.0,True
Esagil,0x12047,BAR,model,2,0.801,0,0.8493,0,0,0,0.15632,True
Esagil,0x12089,DUR2,model,6,0.7963,0,0.8675,0,0,0,0.15721,True
Esagil,0x120a0,ESH2,model,6,0.8001,0,0.8681,0,0,0,0.15721,True
Esagil,0x1226a,NUN OVER NUN,model,10,0.8038,0,0.8714,0,0,0,0.15658,True
Esagil,0x122fa,TAK4,model,7,0.8022,0,0.8679,0,0,0,0.15635,True
Esagil,0x1244f,,model,2,0.801,0,0.8493,0,0,0,0.15632,
Assurbanipal,0x120de,GA2 TIMES ME PLUS EN,model,12,0.805,0,0.8877,0,0,0,1.0,True
Assurbanipal,0x12115,GISH TENU,model,2,0.8053,0,0.8053,0,0,0,1.0,True
Assurbanipal,0x121bc,LAGAB TIMES A PLUS LAL,model,9,0.8126,0,0.8554,0,0,0,1.0,True
Assurbanipal,0x122a8,SAG GUNU,model,9,0.805,0,0.8542,0,0,0,1.0,True
Esagil,0x12039,ASH ZIDA TENU,model,1,0.8093,0,0.8093,0,0,0,0.15833,True
Esagil,0x1207c,DU GUNU,model,8,0.809,0,0.8847,0,0,0,0.15611,True
Esagil,0x12111,GISH,model,3,0.8143,0,0.8493,0,0,0,0.15694,True
Esagil,0x1212d,HI,model,4,0.8111,0,0.8609,0,0,0,0.15636,True
Esagil,0x12135,HI TIMES SHE,model,8,0.8105,0,0.8859,0,0,0,0.15543,True
Esagil,0x121a6,KISAL,model,6,0.8096,0,0.8699,0,0,0,0.15625,True
Esagil,0x12220,MA,model,4,0.8087,0,0.834,0,0,0,0.15631,True
Esagil,0x12222,MA GUNU,model,7,0.8141,0,0.841,0,0,0,0.15629,True
Esagil,0x1222a,MI,model,5,0.8114,0,0.8755,0,0,0,0.15636,True
Esagil,0x12247,NAM2,model,6,0.8102,0,0.8712,0,0,0,0.15686,True
Esagil,0x1228f,RA,model,7,0.8117,0,0.8811,0,0,0,0.15593,True
Esagil,0x122b9,SHAR2,model,4,0.8111,0,0.8609,0,0,0,0.15636,True
Esagil,0x12306,TUG2,model,6,0.8102,0,0.8712,0,0,0,0.15686,True
Esagil,0x12365,ZI3,model,6,0.8102,0,0.8712,0,0,0,0.15686,True
Esagil,0x12456,,model,2,0.8114,0,0.865,0,0,0,0.15385,
Assurbanipal,0x12004,A TIMES HA,model,8,0.8187,0,0.8833,0,0,0,1.0,True
Assurbanipal,0x121b2,KUN,model,11,0.817,0,0.871,0,0,0,1.0,True
Assurbanipal,0x1221c,LUL,model,7,0.8216,0,0.8735,0,0,0,1.0,True
